Keyword,Keyword_type
Cellar Worker,title
Central Processing Technician,title
Centrifugal Drier Operator,title
Centrifugal Machine Tender,title
Centrifugal Operator,title
Centrifugal Station Operator,title
Centrifuge Operator,title
Centrifuge Separator Operator,title
Centrifuge Separator Tender,title
Char Filter Operator,title
Char Filter Tank Tender,title
Cherry Pitter,title
Chips Screen Tender,title
Cider Maker,title
Cider Press Operator,title
Clarifier,title
Clarifier Operator,title
Classifier Operator,title
Classifier Tender,title
Clean Rice Grader and Reel Tender,title
Coagulation Operator,title
Coal Washer,title
Cocoa Bean Cleaner,title
Cocoa Butter Filter Operator,title
Cocoa Press Operator,title
Concentrator Operator,title
Condenser Tube Tender,title
Cone Operator,title
Cone Runner,title
Cone Tender,title
Continuous Absorption Process Operator,title
Continuous Naphtha Treating Plant Recoverer,title
Cracking and Fanning Machine Operator,title
Cream Ripener,title
Cream Separator Operator,title
Crude Oil Treater,title
Cryolite Recovery Operator,title
Crystallizer Operator,title
Curing Bin Operator,title
Dairy Processing Equipment Operator,title
De-Alcholizer,title
De-Alcoholizer,title
De-Ionizer Operator,title
Decker Operator,title
Dehydration Plant Operator,title
Dehydration Unit Operator,title
Dehydrator Operator,title
Dehydrogenation Operator,title
Deodorizer,title
Deodorizer Operator,title
Deoiling Machine and Pasteurizing Machine Operator,title
Desulfurizer Operator,title
Dethistler Operator,title
Dewaterer Operator,title
Diffuser Operator,title
Digester Cook,title
Disintegrator Operator,title
Distillation Operator,title
Distiller,title
Distillery Worker,title
Dorr Operator,title
Drier Operator,title
Drum Loader and Unloader,title
Dry Starch Operator,title
Dryer Operator,title
Dust Collector Operator,title
Egg Breaking Machine Operator,title
Egg Pasteurizer,title
Electric Cell Tender,title
Evaporator,title
Evaporator Operator,title
Expeller Operator,title
Extracting Machine Operator,title
Extractor and Wringer Operator,title
Extractor Machine Operator,title
Extractor Operator,title
Extractor Plant Operator,title
Fat Purification Worker,title
Feather Separator,title
Fermentation Operator,title
Fermenter,title
Fermenting Cellar Dropper,title
Filter Machine Operator,title
Filter Operator,title
Filter Plant Operator,title
Filter Press Operator,title
Filter Press Tender,title
Filter Tank Operator,title
Filter Tank Tender,title
Filter Tender,title
Filterer,title
Filtering Machine Tender,title
Finisher Operator,title
Flaker Operator,title
Flash-Drier Operator,title
Flavoring Oil Filterer,title
Flotation Operator,title
Flotation Tank Operator,title
Flotation Tender,title
Flusher,title
Fourdrinier Machine Operator,title
Fruit Preserver,title
Fruit Press Operator,title
Germination Worker,title
Glaze Handler,title
Gluten Settling Tender,title
Grader Tender,title
Grain Cleaner,title
Grain Operator,title
Grain Processor,title
Grape Crusher,title
Grease Refiner Operator,title
Green Feed Attendant,title
Head Filter Press Tender,title
Head Soft Sugar Operator,title
Head Still Operator,title
Heavy Media Operator,title
Heavy Mobile Equipment Operator,title
Hide Puller,title
Hollock Maker,title
Homogenizer Operator,title
Honey Extractor,title
Honey Processor,title
Hop Strainer,title
Hopper Attendant,title
Hot Wort Settler,title
Huller Operator,title
Hydrate Control Tender,title
Hydrogenation Still Operator,title
Irish Moss Operator,title
Iron Launder Operator,title
Jelly Filter Tender,title
Kettle Operator,title
Kettle Tender,title
Lard Bleacher,title
Lard Maker,title
Lard Refiner,title
Leach Cell Operator,title
Leach Runner,title
Leach Tank Tender,title
Leacher,title
Lead Recoverer,title
Lime Kiln Operator,title
Linseed Cake Trimmer,title
Linseed Oil Boiler,title
Linseed Oil Refiner,title
Linseed Oil Temperer,title
Linter Operator,title
Linter Tender,title
Liquor Blender,title
Liquor Bridge Operator,title
Liquor Gallery Operator,title
Liquor Maker,title
Liquor Rectifier,title
Lye Bath Operator,title
Lye Machine Operator,title
Lye Peel Operator,title
Machine Binder Stripper,title
Machine Stemmer,title
Machine Stripper,title
Machine Tender,title
Malt House Operator,title
Maltster,title
Maple Sugar Maker,title
Maple Syrup Maker,title
Mash Filter Operator,title
Mash Processing Operator,title
Mash Tub Cooker,title
Mash Tub Cooker Operator,title
Masher,title
Master Brewer,title
Meal Room Hand,title
Meat Grading Machine Operator,title
Melter Operator,title
Mercury Purifier,title
Mercury Washer,title
Milk Condenser,title
Milk Pasteurizer,title
Milk Processor,title
Mill Operator,title
Molasses Coloring Operator,title
Molasses Preparer,title
Molybdenum Steamer Operator,title
Monitor and Storage Bin Tender,title
Monomer Purification Operator,title
Mud Tank Operator,title
Naphthalene Operator,title
Natural Gas Treating Unit Operator,title
Neutralizer,title
Nitroglycerin Separator Operator,title
Nut Sorter Operator,title
Oil Recovery Operator,title
Oil Recovery Unit Operator,title
Oil Refinery Process Technician,title
Oil Separator,title
Oil Treater,title
Oilseed Meat Presser,title
Oliver Filter Operator,title
Ore Washer,title
Pan Operator,title
Paper Machine Tender,title
Paraffin Plant Operator,title
Paraffin Plant Sweater Operator,title
Pasteurizer,title
Pasteurizing Machine Operator,title
Peanut Blancher,title
Percolator Operator,title
Plant Operator,title
Plasma Operator,title
Plasma Processing Centrifuge Operator,title
Plasma Processing Technician,title
Platinum and Palladium Kettle Tender,title
Poacher Operator,title
Polyethylene Catalyst Filtration Operator,title
Pond Tender,title
Potato Peeler,title
Potato Peeling Machine Operator,title
Precipitator,title
Press Puller,title
Pressure Tank Operator,title
Process Technician,title
Processing Operator,title
Processing Technician,title
Processor,title
Pulp Mill Operator,title
Pulp Press Tender,title
Pulper Operator,title
Pulper Tender,title
Purification Operator,title
Purifier,title
Pyridine Operator,title
Pyridine Recovery Operator,title
Recovery Operator,title
Retort Operator,title
Rice Cleaning Machine Tender,title
Riddler,title
Riddler Operator,title
Riffler Tender,title
Ripening Room Attendant,title
Rouge Miller,title
Rouge Sifter,title
Rouge Sifter and Miller,title
Rough Rice Tender,title
Rum Processing Operator,title
Salt Washer,title
Saturator,title
Saturator Operator,title
Save All Operator,title
Scrap Handler,title
Screen Operator,title
Screen Room Operator,title
Screen Tender,title
Screener,title
Screener Operator,title
Seed Cleaner,title
Seed Cleaner Operator,title
Seed Yeast Operator,title
Separating and Filtering Machine Operator,title
Separating Machine Operator,title
Separator,title
Separator Operator,title
Separator Tender,title
Shaker,title
Shaker Tender,title
Sheller,title
Shellfish Meat Separator Operator,title
Sieve Grader Tender,title
Sifting Operator,title
Silica Filter Operator,title
Skin Peeling Machine Operator,title
Slime Plant Operator,title
Sludge Mill Operator,title
Smutter,title
Soda Dialyzer,title
Solvent Process Extractor Operator,title
Sorting Machine Operator,title
Spice Cleaner,title
Spiral Runner,title
Starch Factory Laborer,title
Starchmaker,title
Steep Tender,title
Stemmer,title
Stemming Machine Operator,title
Sterile Products Processor,title
Still Operator,title
Still Tender,title
Strainer Tender,title
Stripper,title
Strong-Nitric Operator,title
Sublimer,title
Sugar Boiler,title
Sweater Operator,title
Syrup Maker,title
Table Runner,title
Table Tender,title
Tallow Maker,title
Tallow Refiner,title
Tank Pumper,title
Tank Tender,title
Tapper,title
Tar Leveler,title
Tetryl Screen Operator,title
Thickener Operator,title
Thresher,title
Threshing Machine Operator,title
Time Cycle Operator,title
Tobacco Stemmer,title
Tobacco Stripper,title
Top Precipitator Operator,title
Treater,title
Turpentine Distiller,title
Utility Operator,title
Vacuum Conditioner Operator,title
Vacuum Filter Operator,title
Vacuum Pan Operator,title
Vacuum Pan Tender,title
Vallez Filter Operator,title
Washer and Crusher Tender,title
Washer Operator,title
Washtub Worker,title
Water Filterer,title
Wax Bleacher,title
Wax Pumper,title
Wet Plant Operator,title
Wet-End Operator,title
Wheelman,title
Whey Department Operator,title
Wine Cellar Worker,title
Wine Master,title
Winemaker,title
Winery Worker,title
Winterizer,title
Wringer Operator,title
Yeast Distiller,title
Yeast Fermentation Attendant,title
Zinc-Chloride Operator,title
Abrasive Grinder,title
Air Bag Buffer,title
Air Chipper,title
Automatic Blocker,title
Automatic Buffer,title
Automatic Corn Grinder Operator,title
Automatic Grinding Machine Operator,title
Automatic Pattern Edger,title
Back Grinder,title
Ball Truing Machine Operator,title
Bark Grinder,title
Barytes Grinder,title
Beater Engineer,title
Bed Rubber,title
Beveler,title
Beveling and Edging Machine Operator,title
Beveling Machine Operator,title
Beveller Operator,title
Billet Sawyer,title
Bin Operator,title
Binman,title
Blanchard Grinder Operator,title
Blocker,title
Bone Crusher,title
Bone Grinder,title
Bowling Ball Finisher,title
Breaker Machine Operator,title
Breaker Tender,title
Breaking Machine Operator,title
Brush Sander,title
Buffer,title
Buffing and Sueding Machine Operator,title
Buhr Mill Operator,title
Calciner,title
Carbon Grinder,title
Carbon Plant Grinder,title
Chipper,title
Chisel Trimmer,title
Cinder Crusher Operator,title
Circle Beveler,title
Circle Edger,title
Clay Grinder,title
Clay Temperer,title
Coal Crusher Operator,title
Coal Mill Operator,title
Coal Pulverizing Operator,title
Cocoa Room Operator,title
Coffee Grinder,title
Coke Crusher Operator,title
Compounder,title
Continuous Crusher Operator,title
Contour Grinder,title
Convex Grinder,title
Convex Grinder Operator,title
Copra Processor,title
Corn Grinder,title
Corn Husker,title
Cracker,title
Crusher and Blender Operator,title
Crusher Feeder,title
Crusher Operator,title
Crusher Plant Operator,title
Crusher Setter,title
Crusher Tender,title
Crushing Machine Operator,title
Crystal Cutter,title
Crystal Grinder,title
Crystal Lapper,title
Cullet Crusher,title
Cullet Crusher and Washer,title
Cullet Trucker,title
Cullet Washer,title
Custom Grinder,title
Custom Miller,title
Deburring Machine Operator,title
Deoiling Machine Operator,title
Disc-Pad Grinder,title
Distillery Miller,title
Dry Pan Operator,title
Edger,title
Edging Machine Setter,title
Equipment Man,title
Equipment Worker,title
Facer,title
Feed Crusher,title
Feed Crusher Operator,title
Feed Grinder,title
Feed Mill Operator,title
Feed Mill Tender,title
Finger Grip Machine Operator,title
Finish Machine Tender,title
Finishing Machine Tender,title
First Crusher,title
Glass Belt Sander,title
Glass Grinder,title
Glaze Grinder,title
Glaze Maker,title
Gold Reclaimer,title
Granite Polisher,title
Graphite Grinder,title
Grated Cheese Maker,title
Greenstone Polisher Operator,title
Grinder,title
Grinder Mill Operator,title
Grinder Operator,title
Grinder Tender,title
Grinding Machine Operator,title
Grinding Mill Operator,title
Gristmill Operator,title
Gristmiller,title
Grit Blaster,title
Gritter,title
Gritting Machine Operator,title
Groover,title
Gypsum Calciner,title
Hammer Mill Operator,title
Hand Grinder,title
Hardboard Grinder,title
Head Grinder,title
Head Miller,title
Hide or Skin Buffer,title
Hog Tender,title
Hull Grinder,title
Huller,title
Huller Operator,title
Husker Operator,title
Hydration Plant Operator,title
Hydrator,title
Hydrator Operator,title
Hydropulper,title
Hydropulper Operator,title
Industrial Coffee Grinder,title
Inflated-Pad Buffer,title
Ink Grinder,title
Ivory Polisher,title
Jewel Bearing Facer,title
Jewel Bearing Grinder,title
Jewel Corner Brushing Machine Operator,title
Jewel Cupping Machine Operator,title
Jewel Flat Surfacer,title
Jewel Grinder,title
Jewel Hole Finish Opener,title
Laboratory Apparatus Glass Grinder,title
Laboratory Miller,title
Lacquer Maker,title
Leguillon Debeader,title
Lens Cleaner,title
Lens Fabricating Machine Tender,title
Lens Grinding Machine Operator,title
Level Vial Grinder,title
Level Vial Inside Grinder,title
Liquor Grinder Mill Operator,title
Liquor Grinding Mill Operator,title
Log Chipper Operator,title
Machine Buffer,title
Machine Operator,title
Machine Sand Mixer,title
Machine Stone Polisher,title
Machine Turner,title
Marble and Granite Polisher,title
Marble Machine Operator,title
Marble Polisher,title
Marble Rubber,title
Meal Grinder Tender,title
Meal Miller,title
Meat Grinder,title
Merchant Miller,title
Milk Powder Grinder,title
Mill and Coal Transport Operator,title
Mill Attendant,title
Mill Operator,title
Miller,title
Mirror Finishing Machine Operator,title
Miter Grinder Operator,title
Mix Crusher Operator,title
Mold Chipper,title
Mold Dresser,title
Mold Polisher,title
Notch Grinder,title
Nut Grinder,title
Nut Sheller,title
Ordnance Equipment Worker,title
Ore Crusher,title
Paint Grinder,title
Peanut Sheller,title
Pebble Mill Operator,title
Pecan Huller,title
Pecan Sheller,title
Perlite Grinder,title
Pet Food Deboner,title
Pigment Grinder,title
Pipe Bowl Paint Trimmer,title
Planer Operator,title
Planer Stone,title
Plate Glass Grinder,title
Plate Glass Polisher,title
Platen Grinder,title
Polisher,title
Polishing Machine Operator,title
Polishing Machine Tender,title
Powder Mill Operator,title
Preparation Operator (Prep Operator),title
Process Operator,title
Pulp Grinder,title
Pulp Grinder and Blender,title
Pulp Refiner Operator,title
Pulper,title
Pulverizer,title
Pulverizer Mill Operator,title
Pulverizer Operator,title
Radius Corner Machine Operator,title
Raw Mill Operator,title
Reeler,title
Refiner Operator,title
Refining Machine Operator,title
Regrinder,title
Rock Crusher,title
Rock Crusher Operator,title
Rock Crushing Machine Operator,title
Rod Mill Tender,title
Roll Grinder,title
Roll Tender,title
Roller,title
Roller Coverer,title
Roller Mill Operator,title
Rough and Trueing Machine Operator,title
Rough and Truing Machine Operator,title
Rubber Grinder,title
Rubbing Bed Operator,title
Sagger Preparer,title
Salt Grinder,title
Salt Washer,title
Sand Mill Grinder,title
Sandblast Operator,title
Sander,title
Scale Reclamation Tender,title
Scratcher Tender,title
Second Miller,title
Seed Yeast Operator,title
Shaker,title
Shaper,title
Shot Blast Equipment Operator,title
Shot Blaster,title
Shotblast Operator,title
Shotblaster,title
Shredder Operator,title
Shredding Floor Equipment Operator,title
Sifter,title
Slab Grinder,title
Slate Splitter,title
Smoother,title
Snuff Grinder,title
Snuff Grinder and Screener,title
Snuff Maker,title
Soap Grinder,title
Spice Grinder,title
Spice Miller,title
Sponge Buffer,title
Spouter,title
Stamper,title
Stamping Mill Tender,title
Stone Lathe Operator,title
Stone Mill Operator,title
Stone Planer,title
Stone Rougher,title
Stopper Grinder,title
Straight Line Edger,title
Strip Polisher,title
Sugar Chipper Machine Operator,title
Sugar Grinder,title
Surface Plate Finisher,title
Sweet Potato Disintegrator,title
Synthetic Soil Blocks Pulper,title
Third Miller,title
Tile Grinder,title
Tire Buffer,title
Tombstone Polisher,title
Top Polisher,title
Touch-Up Edger,title
Tube Buffer,title
Tumbler,title
Tumbler Operator,title
Unit Operator,title
Unit Tender,title
Wafer Abrading Machine Tender,title
Ware Dresser,title
Waredresser,title
Washer and Crusher Tender,title
Watch Crystal Edge Grinder,title
Water Fabricator Operator,title
Wet Mix Operator,title
Wet Pan Operator,title
Wet Process Miller,title
Wheat and Oats Flake Miller,title
Wheel Mill Operator,title
White Lead Grinder,title
Wood Flour Miller,title
Wood Grinder,title
Wood Grinder Operator,title
Aircraft Skin Burnisher,title
Balance Wheel Arm Burnisher,title
Balance Wheel Hand Filer,title
Barrel Finisher,title
Barrel Repairer,title
Beveler,title
Bit Shaver,title
Buffer,title
Burrer,title
Casting Finisher,title
Center Hole Reamer,title
Chipper,title
Deburr Finisher,title
Deburr Hand,title
Deburr Operator,title
Deburring Technician,title
Dial Polisher,title
Dresser,title
Fettler,title
Filer,title
Final Finisher,title
Finisher,title
Flat Surfacer,title
Forging Dies Final Finisher,title
Frame Repairer,title
Glass Beveler,title
Glass Edger,title
Glass Finisher,title
Glass Grinder,title
Glass Polisher,title
Glass Sander,title
Glass Smoother,title
Gold Burnisher,title
Golf Club Facer,title
Grease Buffer,title
Grinder,title
Grinder Chipper,title
Grinding and Polishing Laborer,title
Gun Barrel Finisher,title
Hand Buffer,title
Hand Edger,title
Hand Finisher,title
Hand Grinder,title
Hand Polisher,title
Hand Reamer,title
Hand Sander,title
Hand Scraper,title
Hand Shaper,title
Hand Stone Polisher,title
Hand Stoner,title
Hand Tool Filer,title
Hand Wood Sander,title
Implant Polisher,title
Jewel Bearing Broacher,title
Jewel Bearing Polisher,title
Jewel Bearing Turner,title
Jewel Grinder,title
Jewel Hole Cornerer,title
Jewel Hole Rough Opener,title
Jewelry Grinder,title
Jewelry Polisher,title
Knife Grinder,title
Metal Finisher,title
Metal Mold Dresser,title
Metal Sander,title
Metal Sander and Finisher,title
Mirror Polisher,title
Mold Dresser,title
Mold Finisher,title
Mold Stamper and Repairer,title
Natural Fabricator,title
Needle Polisher,title
Nib Finisher,title
Parts Finisher,title
Patch Sander,title
Pipe Buffer,title
Pipe Finisher,title
Pivot End Polisher,title
Plastic Boat Buffer,title
Plate Conditioner,title
Polisher,title
Product Finisher,title
Ring Polisher,title
Sander,title
Sander and Buffer,title
Sandstone Inspector-Repairer,title
Spin Table Operator,title
Steel Barrel Reamer,title
Stock Shaper,title
Stoner,title
Valve Grinder,title
Veneer Manufacturer,title
Ware Cleaner,title
Watch Crystal Grinder,title
Abrasive Mixer,title
Acetylene Cylinder Packing Mixer,title
Acid Adjuster,title
Acid Blower,title
Acid Mixer,title
Alum Operator,title
Ammonia Worker,title
Asphalt Blender,title
Asphalt Mixer,title
Asphalt Mixing Machine Operator,title
Auger Mill Operator,title
Automatic Brine Mixer Operator,title
Banbury Machine Operator,title
Banbury Mill Operator,title
Banbury Mixer Operator,title
Banbury Operator,title
Barratte Operator,title
Batch Attendant,title
Batch Blender,title
Batch Maker,title
Batch Mixer,title
Batch Room Technician,title
Bath Mixer,title
Batter Mixer,title
Beater Engineer,title
Binder Technician,title
Bleach Maker,title
Bleach Mixer,title
Bleach-Liquor Maker,title
Blender,title
Blender Conveyor Operator,title
Blender Machine Operator,title
Blender Operator,title
Blending Line Attendant,title
Blending Machine Operator,title
Blending Operator,title
Blending Plant Operator,title
Blending Tank Tender,title
Blending Technician,title
Blow-Up Operator,title
Blunger,title
Board Mixer Tender,title
Boss Dyer,title
Bran Mixer,title
Breading Machine Tender,title
Brine Maker,title
Brine Mixer Operator,title
Broth Mixer,title
Bulk Plant Operator,title
Bulk Station Operator,title
Bullet Lubricant Mixer,title
Candy Puller,title
Carbide Powder Processor,title
Carbon Paste Mixer Operator,title
Carbonation Equipment Tender,title
Casing Fluid Tender,title
Catalyst Concentration Operator,title
Caustic Mixer,title
CD Technician,title
Cellophane Bath Mixer,title
Cement Mixer,title
Chemical Blender,title
Chemical Mixer,title
Chemical Operator,title
Chemical Preparer,title
Chili Powder Mixer,title
Chip Mixing Machine Operator,title
Chopping Machine Operator,title
Churn Tender,title
Churner,title
Cistern Room Operator,title
Clay Maker,title
Clay Miller,title
Clay Mixer,title
Clay Puddler,title
Clay Stain Mixer,title
Clay Worker,title
Coagulating Bath Mixer,title
Coater Associate,title
Coater Operator,title
Coating Mixer,title
Coating Mixer Tender,title
Coating Operator,title
Cocoa Powder Mixer Operator,title
Color Developer,title
Color Drum Worker,title
Color Maker,title
Color Mixer,title
Color Paste Mixer,title
Composition Mixer,title
Composition Worker,title
Compound Finisher,title
Compound Mixer,title
Compound Specialist,title
Compounder,title
Conche Operator,title
Concrete Batcher,title
Concrete Mixer,title
Concrete Mixer Operator,title
Continuous Churn Buttermaker,title
Cooler Tender,title
Cosmetic Maker,title
Cream Maker,title
Crusher and Blender Operator,title
Crutcher,title
Devil Tender,title
Dextrine Mixer,title
Diamond Blender,title
Diamond Powder Mixer,title
Dip Dyer,title
Dope Mixer,title
Dough Brake Machine Operator,title
Dough Mixer,title
Dough Mixer Operator,title
Dross Puller,title
Dry Color Mixer,title
Dry Food Products Mixer,title
Dry Mixer,title
Dry Primer Powder Blender,title
Dry Starch Operator,title
Dust Mixer,title
Dustless Operator,title
Dye Maker,title
Dye Mixer,title
Dye Weigher,title
Dyer,title
Emulsion Operator,title
Extract Mixer,title
Feather Mixer,title
Feed Blender,title
Feed Mixer,title
Fertilizer Mixer,title
Finishing Area Operator,title
Flavor Extractor,title
Flavorer,title
Flour Blender,title
Flour Mixer,title
Fluorescent Solution Mixer,title
Flux Mixer,title
Foam Rubber Curer,title
Foam Rubber Mixer,title
Foamite Mixer,title
Formula Weigher,title
Formulator,title
Frit Burner,title
Frit Mixer,title
Frit Mixer and Burner,title
Frothing Machine Operator,title
Fur Dyer,title
Gasoline Catalyst Operator,title
Gasoline Finisher,title
Glaze Maker,title
Glaze Mixer,title
Glue Mixer,title
Grain Mixer,title
Granulator,title
Granulator Machine Operator,title
Grease Maker,title
Green Coffee Blender,title
Ground Mixer,title
Gum Mixer,title
Gum Rolling Machine Operator,title
Gunite Mixer,title
Gunite Nozzle Operator,title
Hair Mixer,title
Hide Dyer,title
Hot Mix Operator,title
Icing Mixer,title
Ink Blender,title
Ink Maker,title
Ink Mixer,title
Insecticide Maker,title
Insecticide Mixer,title
Issuing Operator,title
Jet Dyeing Machine Operator,title
Kettle Tender,title
Lacquer Maker,title
Lime Mixer,title
Lime Mixer Tender,title
Lime Plant Operator,title
Lime Slaker,title
Lime Sludge Mixer,title
Liquid Sugar Fortifier,title
Liquid Sugar Melter,title
Lozenge Dough Mixer,title
Macerator Operator,title
Machine Operator,title
Machine Paint Mixer,title
Machine Plaster Mixer,title
Machine Sand Mixer,title
Make Up Operator,title
Manufacturing Technician,title
Margarine Churn Operator,title
Marinator,title
Mash Grinder,title
Master Dyer,title
Material Mixer,title
Meat Blender,title
Metal Bonding Crib Attendant,title
Metal Mixer,title
Mill Feeder,title
Mincemeat Maker,title
Mingler Operator,title
Mix House Tender,title
Mixer,title
Mixer and Blender,title
Mixer Lever Operator,title
Mixer Operator,title
Mixer Runner,title
Mixer Tender,title
Mixing House Operator,title
Mixing Machine Feeder,title
Mixing Machine Operator,title
Mixing Machine Tender,title
Mixing Operator,title
Mixing Plant Operator,title
Mixing Roll Operator,title
Mixing Tank Operator,title
Mixing Tumbler Operator,title
Mortar Mixer,title
Mortar Mixer Operator,title
Mottler Operator,title
Mud Cleaner Operator,title
Mud Mill Tender,title
Mud Mixer,title
Mud Mixer Operator,title
Mud Plant Operator,title
Mulling Machine Operator,title
Nitrate Operator,title
Nitrating Acid Mixer,title
Nitroglycerin Distributor,title
Oakes Machine Operator,title
Oil Mixer,title
Ore Mixer,title
Package Dyeing Machine Operator,title
Paint Maker,title
Paint Mixer,title
Paper Colorer,title
Paste Maker,title
Paste Mixer,title
Peanut Butter Maker,title
Pearl Glue Operator,title
Perfume Compounder,title
Perfume Maker,title
Pickling Solution Maker,title
Pigment Mixer,title
Plaster Mixer,title
Plastic Mixer,title
Plasticator,title
Polish Compounder,title
Polish Maker,title
Polishing Machine Tender,title
Porcelain Mixer,title
Powder Blender,title
Powder Blender and Pourer,title
Powder Mixer,title
Powder Worker,title
Process Tank Tender,title
Puddler,title
Pug Machine Operator,title
Pug Mill Operator,title
Pugger,title
Pulp Grinder and Blender,title
Pulp Mixer,title
Pulp Refiner Operator,title
Pulper,title
Pulverizing and Sifting Operator,title
Putty Maker,title
Putty Mixer,title
Reagent Tender,title
Reducer,title
Refined Syrup Operator,title
Refractory Mixer,title
Relish Blender,title
Resin Mixer,title
Restrictive Preparation Operator,title
Roof Cement and Paint Maker,title
Rouge Mixer,title
Rubber Compounder Mixer,title
Rubber Mill Tender,title
Rubber Mixer,title
Sagger Preparer,title
Sand Conditioner,title
Sand Control Worker,title
Sand Cutter Operator,title
Sand Mill Grinder,title
Sand Mill Operator,title
Sand Miller,title
Sand Operator,title
Sand Sifter,title
Sausage Maker,title
Sausage Mixer,title
Scratcher Tender,title
Screener and Blender,title
Seal Mixer,title
Seasoning Mixer,title
Silica Spray Mixer,title
Silver Solution Mixer,title
Sinter Machine Operator,title
Size Maker,title
Size Mixer,title
Size Worker,title
Slaker,title
Slate Mixer,title
Slime Plant Operator,title
Slip Maker,title
Slip Mixer,title
Slurry Control Tender,title
Slurry Mixer,title
Snack Foods Mixer Operator,title
Snuff Blender,title
Soap Maker,title
Soda Room Operator,title
Solution Maker,title
Solution Mixer,title
Solutions Operator,title
Solvent Mixer,title
Spice Mixer,title
Sponge Buffer,title
Spray Mixer,title
Stain Maker,title
Stock Preparation Operator (Stock Prep Operator),title
Supply Controller,title
Sweeping Compound Blender,title
Syrup Maker,title
Syrup Mixer,title
Tank Worker,title
Tankroom Worker,title
Tanning Solution Maker,title
Tetryl Dissolver Operator,title
Textile Colorist Dyer,title
Thinner,title
Tinter,title
Tobacco Blender,title
Tracer Powder Blender,title
Tumbler Operator,title
Tumbler Tender,title
Unleavened Dough Mixer,title
Varnish Mixer,title
Varnish Thinner,title
Vinegar Maker,title
Washwheel Operator,title
Wax Blender,title
Weigher and Mixer,title
Weigher Bulker,title
Wet Mixer,title
Wet Pour Mixer,title
Wet Primer Powder Blender,title
Wet-End Operator,title
Wheel Mill Operator,title
Whipped Topping Finisher,title
Whipped Topping Mixer,title
Wine Fermenter,title
Aluminum Sheet Cutter,title
Basting Puller,title
Belt Splicer,title
Bright Cutter,title
Bucker,title
Buttoner,title
Buttonhole Maker,title
Buttonhole Marker,title
Candle Cutter,title
Cane Cutter,title
Carpet Cutter,title
Chalk Cutter,title
Clipper,title
Cloth Cutter,title
Cotton Dispatcher,title
Cripple Worker,title
Cut Off Worker,title
Denim Cutter,title
Diagrammer,title
Dinker,title
Embroidery Operator,title
Fabric Cutter,title
Fabric Shearer,title
Fabric Trimmer,title
Fine Grade Operator,title
Fine Hairer,title
Fine Unhairer,title
Finisher,title
Finishing Trimmer,title
Flesher,title
Fur Cutter,title
Fur Plucker,title
Fur Trimmer,title
Glass Cutter,title
Glass Finisher,title
Gold Cutter,title
Hairspring Cutter,title
Hand Binder Cutter,title
Hand Candy Cutter,title
Hand Cloth Cutter,title
Hand Coper,title
Hand Cutter,title
Hand Endband Cutter,title
Hand Fabric Cutter,title
Hand Hose Cutter,title
Hand Leather Trimmer,title
Hand Mounter,title
Hand Outside Cutter,title
Hand Rounder,title
Hand Router Operator,title
Hand Slitter,title
Hand Splitter,title
Hand Tire Trimmer,title
Hand Welt-Butter,title
Hide Cleaner,title
Hide Trimmer,title
Hot Knife Cutter,title
Hot Knife Foxing Cutter,title
Lacing Cutter,title
Lacing String Cutter,title
Lapper,title
Leather Cutter,title
Level Vial Marker,title
Mat Cutter,title
Mesh Cutter,title
Mica Sizer,title
Mica Splitter,title
Mold Bunch Trimmer,title
Mold Cutter,title
Offline Cutter (Cutter),title
Pearler,title
Pompom Maker,title
Portable Machine Cutter,title
Portable Router Operator,title
Portable Sawyer,title
Power Chisel Operator,title
Power Hair Clipper,title
Preform Plate Maker,title
Remnants Cutter,title
Ribbon Cutter,title
Ripper,title
Rock Splitter,title
Rolled Glass Crosscutter,title
Rotary Shear Cutter,title
Rug Clipper,title
Rug Cutter,title
Sail Cutter,title
Sample Cutter,title
Scarrer,title
Seamer,title
Shaper,title
Sheet Metal Pattern Cutter,title
Shirt Trimmer,title
Silk Screen Cutter,title
Skinner,title
Slitter,title
Slot Router,title
Spreader,title
Stonework Tracer,title
Stripper,title
Target Trimmer,title
Template Cutter,title
Thread Clipper,title
Thread Cutter,title
Thread Trimmer,title
Trimmer,title
Veneer Sample Maker,title
Wet Machine Cutter,title
Wire Cutter,title
Wire Screen Shearer,title
Wire Screen Trimmer,title
Wood Hacker,title
Abrasive Sawyer,title
Almond Cutting Machine Tender,title
Angle Shearer,title
Apple Peeler Operator,title
Applique Cutter,title
Arch Cushion Skiving Machine Operator,title
Automatic Glass Cutting Machine Operator,title
Automatic Outsole Cutter,title
Automatic Steel Tie Adjuster,title
Bag Cutter,title
Balloon Maker,title
Band Cutter,title
Band Saw Operator,title
Band Sawing Machine Operator,title
Bead Trimmer,title
Beam Press Operator,title
Beater Dumper,title
Beater Engineer,title
Beater Machine Operator,title
Beater Operator,title
Beater Tender,title
Belt Cutter,title
Bias Cutter,title
Bias Machine Operator,title
Binder Cutter,title
Binder Layer,title
Block Cutter,title
Block Splitter Operator,title
Blockers Skiver,title
Blue Prints Trimmer,title
Book Trimmer,title
"Bread Slicer, Machine",title
Brush Machine Setter,title
Button Breaker,title
Button Decorating Machine Operator,title
Cap Cutter,title
Carbon Cutter,title
Card Cutter,title
Carver,title
Celery Cutter,title
Char Belt Operator,title
Cheese Cutter,title
Chipper,title
Chopper,title
Circle Shear Operator,title
